epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
112,9422.71,0.619,0.78931,1.0337,0.30225,0.35654,0.29229,0.24228,1.06875,2.48419,1.14535,0.000243067,0.000243067,0.000243067
113,9514.59,0.59592,0.77369,1.06888,0.84986,0.34587,0.31107,0.26544,1.08628,2.30846,1.14343,0.000237067,0.000237067,0.000237067
114,9619.76,0.62598,0.73117,1.05334,0.68417,0.35311,0.37431,0.29244,1.02731,2.30064,1.1502,0.000231068,0.000231068,0.000231068
115,9706.22,0.55638,0.69757,0.99799,0.70829,0.3508,0.3359,0.27422,1.00418,2.20259,1.13579,0.000225068,0.000225068,0.000225068
116,9794.62,0.6311,0.75418,1.03536,0.30127,0.33541,0.29998,0.25569,1.04069,2.44398,1.14584,0.000219069,0.000219069,0.000219069
117,9894,0.58179,0.68123,1.01841,0.47585,0.34625,0.30501,0.26032,1.11025,2.32578,1.23276,0.00021307,0.00021307,0.00021307
118,9994.39,0.55805,0.68726,1.02456,0.9707,0.24062,0.29599,0.25141,1.13309,2.30999,1.25521,0.00020707,0.00020707,0.00020707
119,10084.9,0.57065,0.69634,1.00454,0.57142,0.35131,0.35731,0.26608,1.106,2.39726,1.1567,0.000201071,0.000201071,0.000201071
120,10182.5,0.57441,0.64446,1.04246,0.69689,0.3508,0.31015,0.26175,1.06453,2.61815,1.12673,0.000195071,0.000195071,0.000195071
121,10272.7,0.57024,0.63417,1.02011,0.51869,0.35367,0.34723,0.26399,1.07044,2.45467,1.14055,0.000189072,0.000189072,0.000189072
122,10363.9,0.59693,0.72432,1.00639,0.34056,0.351,0.31274,0.25696,1.06714,2.59894,1.14815,0.000183073,0.000183073,0.000183073
123,10461.3,0.57728,0.65234,1.01381,0.34124,0.34665,0.31435,0.26904,1.04491,2.48496,1.13928,0.000177073,0.000177073,0.000177073
124,10553.6,0.55033,0.64976,0.99117,0.32943,0.35145,0.32663,0.26213,1.12218,2.4103,1.2114,0.000171074,0.000171074,0.000171074
125,10642.9,0.5829,0.71541,1.01386,0.31524,0.43988,0.3527,0.26879,1.13357,2.19054,1.24647,0.000165074,0.000165074,0.000165074
126,10716.4,0.53756,0.59123,0.99856,0.24682,0.44275,0.33649,0.25533,1.17518,2.23896,1.28305,0.000159075,0.000159075,0.000159075
127,10819.2,0.5758,0.67229,1.01669,0.34301,0.3516,0.33966,0.26223,1.11249,2.25188,1.18574,0.000153076,0.000153076,0.000153076
128,10896.9,0.52574,0.58162,0.99172,0.33876,0.50752,0.35435,0.25353,1.04428,2.4822,1.10634,0.000147076,0.000147076,0.000147076
129,10994.1,0.56172,0.64174,0.99969,0.37021,0.51965,0.35166,0.25948,1.01992,2.53247,1.10184,0.000141077,0.000141077,0.000141077
130,11093.2,0.57751,0.68083,1.01755,0.28696,0.33307,0.326,0.26463,1.07593,2.4239,1.16072,0.000135077,0.000135077,0.000135077
131,11176.8,0.51759,0.66543,0.94367,0.52848,0.3309,0.33498,0.25726,1.07969,2.41239,1.16174,0.000129078,0.000129078,0.000129078
132,11276.2,0.57355,0.64371,1.00946,0.33924,0.31739,0.30501,0.25859,1.09429,2.5911,1.15708,0.000123079,0.000123079,0.000123079
133,11372.2,0.55847,0.69671,0.99217,0.52983,0.33942,0.31472,0.2618,1.11412,2.40441,1.1823,0.000117079,0.000117079,0.000117079
